AcX,AcY,AcZ
-22948.0,7208.0,392.0
-23560.0,6704.0,-3488.0
-25192.0,7504.0,-4716.0
-24328.0,6856.0,-7360.0
-24460.0,6364.0,-9120.0
-26380.0,7592.0,-7520.0
-28808.0,11640.0,-7864.0
-32592.0,14292.0,-8052.0
-30992.0,16752.0,-6552.0
-32768.0,8940.0,-5212.0
-30316.0,5108.0,-12000.0
-22356.0,10704.0,-23204.0
-26584.0,22944.0,-14916.0
-32768.0,15844.0,-4728.0
1036.0,-21316.0,-14368.0
-10816.0,-7756.0,-6584.0
-14632.0,14092.0,-10896.0
-4416.0,15192.0,-7196.0
-3876.0,8612.0,-5640.0
-5464.0,2132.0,-4468.0
-8108.0,-2684.0,-3728.0
-7556.0,-1236.0,-2432.0
-8516.0,-168.0,-2848.0
-8296.0,664.0,-2456.0
-10872.0,840.0,-3668.0
-11208.0,0.0,-3868.0
-14148.0,368.0,-4364.0
-14636.0,-1120.0,-3528.0
-17724.0,-628.0,-3012.0
-21296.0,280.0,-3316.0
-25388.0,432.0,-3912.0
-30072.0,-2640.0,-5072.0
-32768.0,-5364.0,-6428.0
-32768.0,-8704.0,-7388.0
-32768.0,-16152.0,-8596.0
-32768.0,-22452.0,-10344.0
-30728.0,-20152.0,-16920.0
-25956.0,-31648.0,-11608.0
-27844.0,-32616.0,-5208.0
-22752.0,-29688.0,-8840.0
-19536.0,-26548.0,-10368.0
-20200.0,-26496.0,-9148.0
-32768.0,-17276.0,-9004.0
-20096.0,7636.0,3924.0
-32768.0,32767.0,-14820.0
-32768.0,11516.0,25832.0
-14496.0,-14720.0,11044.0
-21512.0,-8064.0,-8372.0
-14584.0,-936.0,832.0
-10192.0,-1064.0,-4256.0
-14688.0,-3376.0,-8680.0
-9788.0,-21532.0,-23516.0
-25160.0,-7444.0,-8400.0
-13584.0,-5100.0,-12492.0
-15072.0,2596.0,-5996.0
-13980.0,6600.0,-4184.0
-15936.0,4256.0,-4932.0
-16012.0,-260.0,-5136.0
-16676.0,-1940.0,-5396.0
-16332.0,-1096.0,-7492.0
-15872.0,-28.0,-9504.0
-14272.0,1104.0,-7240.0
-13972.0,2652.0,-6188.0
-14732.0,360.0,-5292.0
-15996.0,-1056.0,-5204.0
-16872.0,-1124.0,-5464.0
-16472.0,-708.0,-5864.0
-16268.0,-364.0,-6068.0
-15392.0,792.0,-7776.0
-13768.0,1672.0,-8540.0
-14296.0,1236.0,-7676.0
-14980.0,3068.0,-7644.0
-15416.0,5164.0,-8024.0
-15232.0,6860.0,-8468.0
-19800.0,10640.0,-9468.0
-20976.0,8372.0,-9628.0
-22632.0,6108.0,-5908.0
-24496.0,5700.0,-3520.0
-25588.0,6808.0,-3668.0
