AcX,AcY,AcZ
-15632.0,32.0,-7832.0
-14768.0,560.0,-8540.0
-16052.0,2732.0,-8608.0
-15364.0,4152.0,-8332.0
-19900.0,5668.0,-5708.0
-18584.0,4188.0,-4244.0
-21916.0,4700.0,-5668.0
-22064.0,1748.0,-7456.0
-21348.0,848.0,-9432.0
-21500.0,1372.0,-9432.0
-20960.0,968.0,-8420.0
-22636.0,4108.0,-7676.0
-23132.0,4492.0,-6832.0
-24844.0,5504.0,-6728.0
-25188.0,6144.0,-5536.0
-25260.0,6356.0,-3560.0
-28016.0,7284.0,-4660.0
-26616.0,4268.0,-3516.0
-26884.0,2164.0,-14228.0
-22440.0,11300.0,-16852.0
-19320.0,13580.0,-11956.0
-20528.0,13608.0,-4480.0
-4972.0,-3912.0,-1168.0
-20712.0,-20296.0,-1576.0
-1288.0,-11008.0,-13792.0
-9028.0,2232.0,-12676.0
-6228.0,8052.0,-8336.0
-4964.0,7092.0,-2456.0
-6772.0,880.0,-1596.0
-8184.0,-2532.0,-1400.0
-7624.0,-2664.0,-1508.0
-8696.0,-2856.0,-2200.0
-8980.0,-3760.0,-2832.0
-9576.0,-1888.0,-2712.0
-10464.0,-128.0,-1980.0
-12468.0,-948.0,-1376.0
-14288.0,-1012.0,-2548.0
-15372.0,-116.0,-2992.0
-16376.0,-1148.0,-3684.0
-19444.0,-3308.0,-4260.0
-21532.0,-2912.0,-5188.0
-23288.0,-1728.0,-5880.0
-24768.0,-2140.0,-7280.0
-26624.0,-3976.0,-8384.0
-28268.0,-6660.0,-9828.0
-30188.0,-11592.0,-9268.0
-32600.0,-14356.0,-9608.0
-30376.0,-12800.0,-11292.0
-28644.0,-15316.0,-12912.0
-24076.0,-22552.0,-9284.0
-20996.0,-20536.0,-8092.0
-16432.0,-16692.0,-9672.0
-16200.0,-18452.0,-8672.0
-17992.0,-18688.0,-7420.0
-20124.0,-18708.0,-4540.0
-18572.0,15028.0,-16184.0
-16788.0,30160.0,-4688.0
-32768.0,23180.0,-2396.0
-29536.0,22740.0,8448.0
-20044.0,2956.0,15176.0
-19052.0,-6092.0,-4264.0
-15768.0,-1264.0,-6376.0
-12604.0,2112.0,-5304.0
-12612.0,-2100.0,-9764.0
-16188.0,-5188.0,-12252.0
-11680.0,-19636.0,-22112.0
-17864.0,-908.0,-5836.0
-13796.0,1268.0,-9992.0
-15204.0,4256.0,-4396.0
-14724.0,6304.0,-1428.0
-16336.0,4000.0,-1240.0
-15708.0,1476.0,-5440.0
-15640.0,-568.0,-9224.0
-15184.0,-1352.0,-9864.0
-15960.0,-1580.0,-9568.0
-15188.0,1568.0,-7620.0
-15460.0,1952.0,-5256.0
-15784.0,1028.0,-4652.0
-15676.0,1392.0,-5108.0
-15612.0,1332.0,-6316.0
-15208.0,1008.0,-7040.0
-14936.0,1196.0,-7092.0
-14968.0,1044.0,-7220.0
-15068.0,1340.0,-6976.0
-14880.0,1316.0,-6728.0
-15176.0,276.0,-6540.0
-15436.0,244.0,-6436.0
-15424.0,-4.0,-6868.0
-15724.0,408.0,-7568.0
-15304.0,-200.0,-7924.0
-15336.0,108.0,-7936.0
-14148.0,-684.0,-9048.0
-16208.0,3768.0,-5556.0
-16416.0,5620.0,-7248.0
-16472.0,6144.0,-5812.0
-18336.0,4140.0,-4568.0
-20404.0,3732.0,-5628.0
-20864.0,3004.0,-7360.0
-21276.0,2748.0,-8408.0
-21484.0,1968.0,-8836.0
-21736.0,1720.0,-9132.0
-22116.0,2660.0,-8020.0
-23776.0,5072.0,-8052.0
-23952.0,6300.0,-7280.0
-24036.0,5752.0,-5092.0
-26224.0,7996.0,-4552.0
-26648.0,7872.0,-3120.0
-27392.0,4904.0,-3596.0
-27076.0,952.0,-12304.0
-24144.0,10652.0,-19308.0
-21044.0,9052.0,-11752.0
-21152.0,13664.0,-9900.0
-11776.0,7264.0,-5564.0
-21332.0,-22720.0,-3284.0
-7164.0,-12948.0,-8996.0
-12396.0,5052.0,-10544.0
-6784.0,8584.0,-6608.0
-3936.0,7300.0,-4156.0
-5472.0,3252.0,-2888.0
-7420.0,-1436.0,-2212.0
-8412.0,-3080.0,-1692.0
-8464.0,-3104.0,-920.0
-7776.0,-2436.0,-2040.0
-8892.0,-1352.0,-2376.0
-9192.0,-884.0,-3456.0
-11140.0,-2556.0,-3020.0
-13504.0,-4172.0,-3780.0
-15164.0,-3376.0,-4332.0
-15440.0,-1632.0,-3580.0
-17628.0,-1468.0,-3244.0
-20692.0,-1376.0,-2912.0
-23456.0,-896.0,-3148.0
-25372.0,-292.0,-4004.0
-27784.0,-1632.0,-4932.0
-29992.0,-5860.0,-5828.0
-32768.0,-11624.0,-5960.0
-32768.0,-16736.0,-6492.0
-32024.0,-16256.0,-9012.0
-27096.0,-14440.0,-13144.0
-24972.0,-20920.0,-11228.0
-22404.0,-26852.0,-7124.0
-20284.0,-24936.0,-9068.0
-17612.0,-22732.0,-10740.0
-17836.0,-21664.0,-11152.0
-18380.0,-17852.0,-11100.0
-18040.0,27432.0,-19140.0
-13600.0,32767.0,-10828.0
-32768.0,23428.0,-676.0
-28568.0,19452.0,4196.0
-14652.0,8648.0,15104.0
-15500.0,-7664.0,-3724.0
-18828.0,-1752.0,-3612.0
-14240.0,776.0,-5416.0
-14912.0,628.0,-8532.0
-17084.0,-11576.0,-24444.0
-27792.0,-2976.0,-13916.0
-7664.0,-1248.0,-8484.0
-17216.0,-1472.0,-9096.0
-14524.0,3288.0,-4920.0
-15568.0,4104.0,-2736.0
-15560.0,3656.0,-1780.0
-15220.0,2288.0,-4092.0
-15676.0,1508.0,-5796.0
-14652.0,1948.0,-8412.0
-15384.0,-1084.0,-9336.0
-14824.0,440.0,-8784.0
-15596.0,516.0,-7576.0
-15452.0,-272.0,-6128.0
-15832.0,280.0,-5240.0
-15816.0,1184.0,-5424.0
-15376.0,1584.0,-5852.0
-15064.0,1188.0,-6724.0
-15256.0,1896.0,-7788.0
-14820.0,632.0,-6588.0
-15352.0,424.0,-7108.0
-15740.0,-88.0,-6328.0
-15752.0,468.0,-5848.0
-15920.0,508.0,-6192.0
-15776.0,492.0,-6540.0
-16064.0,-48.0,-6952.0
-14980.0,336.0,-9200.0
-15544.0,504.0,-7964.0
-16448.0,3420.0,-8500.0
-17048.0,5640.0,-8280.0
-16180.0,4712.0,-5024.0
-18788.0,5684.0,-4452.0
-20112.0,2892.0,-6096.0
-20480.0,1448.0,-7476.0
-20828.0,144.0,-8920.0
-20364.0,420.0,-8780.0
-20124.0,-124.0,-7788.0
-22976.0,2196.0,-8020.0
-22732.0,3092.0,-7440.0
-24804.0,3932.0,-7244.0
-25780.0,5644.0,-6356.0
-25088.0,6608.0,-2688.0
-28892.0,7368.0,-3724.0
-28992.0,6264.0,-3536.0
-28084.0,1528.0,-10352.0
-25596.0,8296.0,-17976.0
-21276.0,9468.0,-14088.0
-23032.0,12880.0,-9852.0
-32768.0,4012.0,-556.0
-9304.0,-21196.0,-9716.0
-7472.0,-10836.0,-8492.0
-13060.0,5944.0,-8920.0
-4840.0,9348.0,-5096.0
-3668.0,6672.0,-2952.0
-3964.0,1604.0,-1652.0
-5244.0,-1960.0,-2504.0
-7396.0,-3048.0,-1580.0
-6020.0,-1100.0,-1596.0
-6604.0,-364.0,-1668.0
-7312.0,-2608.0,-2796.0
-8900.0,-2228.0,-3084.0
-10568.0,-1020.0,-3548.0
-12296.0,-2228.0,-3624.0
-14760.0,-2584.0,-4992.0
-15964.0,-2016.0,-5756.0
-18100.0,-1388.0,-5720.0
-21292.0,-824.0,-5916.0
-24180.0,-696.0,-6476.0
-27176.0,-916.0,-7344.0
-28788.0,-2036.0,-8580.0
-29928.0,-3808.0,-9780.0
-31936.0,-9060.0,-9448.0
-32768.0,-14352.0,-7428.0
-32768.0,-11496.0,-8672.0
-28916.0,-14600.0,-9476.0
-24400.0,-20624.0,-8360.0
-19544.0,-18868.0,-7088.0
-17592.0,-17912.0,-5744.0
-17924.0,-20372.0,-5548.0
-19220.0,-20168.0,-5120.0
-20624.0,-18256.0,-5008.0
-23012.0,20664.0,-20700.0
-12816.0,32072.0,-6876.0
-29180.0,15344.0,-8008.0
-30684.0,19840.0,10036.0
-16428.0,2316.0,11628.0
-17840.0,-6012.0,-4188.0
-15824.0,-1132.0,-2268.0
-12860.0,1876.0,-3084.0
-13580.0,-128.0,-7412.0
-14688.0,-9888.0,-12548.0
-13780.0,-21504.0,-25896.0
-14344.0,-936.0,-4700.0
-14936.0,-540.0,-11804.0
-15584.0,2644.0,-4728.0
-15840.0,5860.0,-2348.0
-15816.0,4120.0,-1404.0
-14648.0,2684.0,-4840.0
-15136.0,2504.0,-7676.0
-15008.0,252.0,-9004.0
-15376.0,-872.0,-9944.0
-14968.0,-828.0,-8560.0
-14960.0,1268.0,-7476.0
-15040.0,1996.0,-6156.0
-15156.0,2292.0,-5760.0
-14824.0,1988.0,-5852.0
-15248.0,2108.0,-6352.0
-15180.0,1784.0,-6412.0
-15436.0,1572.0,-6416.0
-15396.0,1768.0,-6988.0
-15524.0,1480.0,-6928.0
-15504.0,952.0,-6472.0
-15780.0,1244.0,-6104.0
-15384.0,540.0,-6264.0
-16376.0,432.0,-6392.0
-15692.0,-156.0,-6708.0
-15360.0,588.0,-7432.0
-15340.0,1080.0,-8312.0
-14968.0,3992.0,-8784.0
-13976.0,4576.0,-8504.0
-19148.0,5104.0,-6504.0
-19788.0,2420.0,-3196.0
-22516.0,1912.0,-6432.0
-22240.0,940.0,-6156.0
-21748.0,712.0,-7592.0
-21484.0,1296.0,-7040.0
-21492.0,2668.0,-7824.0
-22736.0,3796.0,-8360.0
-24908.0,5748.0,-8628.0
-24520.0,5616.0,-8056.0
-25872.0,7144.0,-5912.0
-27764.0,10136.0,-4724.0
-29020.0,8004.0,-4864.0
-24008.0,1164.0,-8064.0
-25840.0,6420.0,-17420.0
-18204.0,12796.0,-14508.0
-21260.0,13656.0,-10040.0
-32768.0,7484.0,2208.0
-3096.0,-19768.0,-9672.0
-7976.0,-16536.0,-5564.0
-12792.0,2500.0,-8852.0
-9668.0,10184.0,-6492.0
-5164.0,8792.0,-4064.0
-6208.0,5656.0,-2868.0
-7680.0,864.0,-2964.0
-9376.0,-2832.0,-2344.0
-8936.0,-2824.0,-1408.0
-7772.0,-2648.0,-1152.0
-8296.0,-2780.0,-2008.0
-8436.0,-2708.0,-2248.0
-9256.0,-1952.0,-2744.0
-11280.0,-1552.0,-3540.0
-13476.0,-2204.0,-4284.0
-15596.0,-2696.0,-4704.0
-16848.0,-2352.0,-4896.0
-19004.0,-644.0,-5052.0
-22108.0,-1304.0,-5692.0
-25740.0,-2772.0,-5680.0
-28348.0,-4524.0,-5424.0
-31520.0,-7132.0,-5620.0
-32768.0,-10504.0,-6436.0
-32768.0,-14128.0,-9284.0
-31540.0,-14784.0,-12736.0
-27876.0,-16804.0,-9672.0
-24568.0,-20976.0,-5400.0
-22368.0,-26416.0,-7192.0
-16564.0,-26144.0,-7996.0
-18364.0,-24116.0,-7112.0
-20080.0,-21360.0,-6420.0
-12652.0,15048.0,-10460.0
-15300.0,32767.0,-9872.0
-32768.0,21852.0,-14260.0
-24636.0,18016.0,16976.0
-13348.0,-2032.0,5512.0
-20296.0,-3560.0,-8368.0
