AcX	AcY	AcZ
-17416	-2644	-10384
-16128	1828	-3944
-16660	6656	-3360
-15672	6652	-2820
-15244	-148	-4532
-14380	-5120	-6188
-15168	-5344	-6124
-15064	-6048	-7568
-14616	-2652	-9000
-15644	-60	-7272
-15848	120	-4980
-15932	-2048	-3668
-15924	-2924	-3992
-15080	-2676	-4620
-14652	-3380	-5924
-15196	-3444	-6148
-15300	-2548	-6232
-14512	-2472	-6144
-16240	-3176	-8428
-18436	-1164	-6420
-16500	-928	-5564
-17820	196	-6008
-18768	1568	-4976
-19704	1732	-6256
-19620	2040	-7116
-20672	2068	-5820
-21868	1140	-6096
-22332	-676	-8464
-22604	-1584	-9776
-24116	-456	-9528
-25872	2032	-7788
-28544	3084	-7896
-29956	4464	-9584
-30340	5228	-9728
-32768	2140	-8080
-29872	3704	-6028
-27068	-1440	-12412
-27168	5908	-18368
-25180	14020	-21168
-6844	-9292	-9704
-19700	-17776	1484
-8628	-1056	6220
-6748	4328	-5952
-4104	5756	-8576
-2792	4436	-4960
-3340	-432	-3500
-3272	-2252	-1748
-5572	-1200	-1232
-6616	-580	-1172
-5784	196	-1528
-7020	-660	-1616
-8896	-760	-3000
-11524	-344	-2268
-12528	-1668	-3164
-14584	-3084	-3460
-17280	-3864	-3708
-20448	-3928	-2968
-25084	-4080	-2900
-29404	-7224	-3084
-32768	-12216	-3628
-32768	-16316	-3984
-32768	-22708	-4596
-32768	-26764	-4656
-25660	-21944	-5096
-23320	-31312	-10224
-22120	-32768	-4136
-16836	-32376	1496
-15432	-28216	-884
-16624	-30008	-3440
-23616	7916	-3668
-19360	32767	-15764
-32768	32388	-12240
-32768	6436	-16168
-7404	-12424	27148
-16996	-9880	5784
-14996	-944	-5128
-11676	-1228	-488
-9252	-18920	-4960
-23268	-9388	-21044
-10520	-13864	-15728
-17460	-7268	-7804
-15868	-944	-8216
-17188	4272	-5140
-16336	5860	-4532
-16368	5952	-1148
-15308	8	-2940
-16892	-7576	-4124
-15848	-7536	-4980
-15392	-5588	-5784
-15140	-3796	-6700
-15376	-956	-6640
-15936	-132	-4956
-16148	-2000	-3112
-15744	-3320	-3436
-15568	-3948	-4032
-15284	-3356	-5260
-15252	-2184	-6068
-15228	-2480	-6620
-14828	-3036	-6680
-16360	-3080	-8532
-19420	-1112	-7372
-17208	-488	-5292
-18248	2112	-5100
-19340	3984	-4012
-19876	3032	-5716
-20852	1508	-6536
-22740	1236	-5460
-23176	-644	-6196
-22696	-848	-8256
-24264	-328	-9076
-26344	1788	-8440
-28664	4040	-8068
-30412	4424	-8640
-28508	5672	-10712
-32768	1252	-7924
-32100	1820	-5592
-25320	360	-9968
-26204	4436	-17396
-25796	14504	-20736
-11764	1088	-13604
-22440	-21244	-1540
-8772	-5476	6356
-7564	4080	-6388
-5296	6528	-10740
-2884	6128	-6008
-4092	1308	-3336
-3380	-1384	-268
-4164	-108	-80
-7324	-468	-880
-7512	920	-344
-7040	-876	-1452
-9720	-1188	-1656
-10660	-1368	-2412
-12680	288	-1872
-14372	-388	-2724
-16428	-2528	-3560
-20228	-3604	-3576
-24736	-3328	-3152
-28076	-5408	-3208
-30788	-10404	-3916
-32764	-14336	-4996
-32768	-19968	-5668
-32768	-25588	-6276
-28264	-24124	-5632
-25128	-25896	-7344
-23912	-32768	-7836
-18460	-32768	-2892
-15512	-28256	-2632
-15240	-29428	-2980
-21260	-8000	-3628
-27528	32767	-10952
-32768	32767	-7040
-32768	4668	-11688
-11588	-8760	28328
-13872	-12596	11940
-15764	-5756	-3152
-12928	-2028	-2128
-3424	-20284	-4160
-24184	-12468	-24444
-11380	-14792	-9540
-15064	-5640	-13084
-15124	-1360	-8032
-17532	6784	-6472
-16056	7708	-4536
-16456	3684	-2624
-14968	-4340	-4400
-16772	-5796	-4616
-15636	-5648	-3036
-15804	-3716	-5648
-15288	-80	-7808
-15684	960	-6104
-15832	-3012	-4660
-16004	-3844	-4168
-16044	-3676	-3716
-15608	-2964	-4664
-15408	-2532	-5736
-14604	-3080	-6440
-16204	-3516	-7648
-16736	-2148	-6880
-16140	-2372	-6180
-16832	-732	-5180
-16716	-228	-5016
-16832	1352	-6020
-17672	2136	-6880
-18476	2724	-6996
-20364	2052	-7104
-22768	2696	-5948
-22748	996	-6692
-23072	-340	-8340
-23640	-688	-8620
-26448	1500	-7412
-28796	3876	-7868
-31596	5756	-8116
-31392	8580	-9068
-32768	4464	-6160
-32768	1924	-4828
-29444	572	-5300
-28248	7644	-22992
-27104	13512	-20680
-22728	6228	-14396
-19824	-27444	-4736
-9232	-8804	5740
-8488	972	-8784
-4960	4080	-12316
-2880	5788	-6496
-2676	2128	-3280
-2588	-1216	-1780
-2364	-1288	-1808
-3876	-1132	-1560
-4380	-1228	-1912
-4344	-1796	-2672
-6844	-236	-3800
-9052	168	-4232
-11584	-1560	-3908
-12720	-3492	-5036
-14592	-4200	-5164
-17352	-4288	-4224
-22236	-4444	-3552
-26232	-7460	-2992
-28996	-9872	-3472
-32768	-12228	-4732
-32768	-18460	-6784
-32768	-28220	-7736
-27260	-24328	-6916
-26604	-28196	-8132
-24400	-32768	-9280
-17396	-31752	-2096
-18080	-27460	-1156
-17296	-29472	-2664
-25716	-20984	-2108
-23144	22532	-6276
-21888	32767	6396
-32768	24784	2496
-29532	12540	1004
-11856	-5972	28152
-14572	-10872	2632
-14580	-4124	-4072
-11536	-8240	-4504
-8436	-27748	-11304
-20944	-13904	-32768
-12832	-9608	-5156
-16900	-2568	-14912
-15588	612	-4360
-17172	6644	-3580
-16312	5756	-1372
-16848	392	-2508
-16228	-3668	-4028
-16064	-4500	-3920
-14496	-6356	-8232
-14356	-2532	-11048
-15344	464	-8484
-15880	-44	-5992
-16216	-1108	-4308
-16044	-2084	-3992
-15408	-2508	-4640
-15284	-1224	-6008
-14664	-1084	-7436
-14080	-2628	-7636
-15312	-3572	-9156
-15940	-1956	-6904
-18220	-72	-6912
-16436	404	-5136
-17280	1672	-5396
-17196	2944	-4672
-19232	3388	-6636
-20052	2728	-7840
-21564	1624	-8032
-23236	1028	-7264
-23244	-612	-8108
-23384	-1328	-8968
-26060	620	-8328
-27488	3236	-7812
-30608	4288	-8296
-30560	7788	-9976
-32440	5624	-10276
-32768	2068	-3980
-27564	1800	-6048
-27748	3624	-14684
-25768	14868	-20480
-30620	11604	-23268
-8720	-28472	-672
-7796	-16700	5612
-9340	260	1876
-6740	2424	-10800
-3136	5288	-10348
-1888	3884	-5048
-1080	-1888	-2772
-2752	-4096	-1272
-4892	-2924	-1628
-5088	-392	-472
-4996	-112	-1220
-6504	-656	-1244
-8440	-184	-2852
-10276	684	-2212
-13024	-768	-3140
-14912	-1680	-3300
-17656	-2132	-2456
-21848	-3016	-2032
-26484	-6120	-2132
-29696	-10244	-1556
-32768	-14724	-1768
-32768	-21788	-3728
-32768	-27836	-6152
-28432	-23436	-5768
-25916	-25140	-8056
-24228	-32768	-12456
-19672	-32768	-4012
-16516	-30892	1508
-15756	-30576	-2216
-28056	6340	-6524
-20208	30464	-14628
-27884	29452	-8808
-32768	17704	-4976
-14524	816	14156
-13624	-8492	17176
-15520	-5244	-4340
-14448	-2640	-1544
-1904	-23000	-3524
-25972	-8248	-27092
-9740	-14932	-11652
-17480	-7748	-12568
-15012	-4012	-7816
-18076	3232	-5196
-16288	7260	-3844
-16512	6348	-1628
-16208	1576	-2740
-15784	-4928	-3744
-15872	-5856	-4988
-14880	-7176	-5356
-14684	-2992	-8924
-15092	-360	-9588
-15824	-412	-5628
-15956	-1812	-4168
-15868	-2256	-4324
-15868	-1620	-4728
-15128	-1660	-5512
-15232	-1972	-6568
-14672	-2392	-7208
-14912	-3164	-7656
-16556	-3312	-8312
-18652	-1148	-6584
-16268	-428	-5316
-17260	1864	-4696
-18040	3312	-5516
-18720	2292	-5672
-20252	2648	-5408
-22260	1604	-4080
-23224	16	-5564
-23216	-1072	-7516
-23264	-760	-9352
-26440	1324	-8336
-28348	4412	-8236
-30508	4072	-9628
-30616	6876	-11500
-32476	4212	-9844
-32768	2152	-5700
-25400	1568	-7060
-26892	3164	-15900
-25172	14476	-19660
-22296	9952	-20644
-19608	-28112	-4916
-9596	-8824	3176
-7584	4136	-1448
-4904	5228	-8368
-1844	6156	-5956
-2236	2156	-4232
-2464	-2280	-2052
-4424	-3364	-1008
-5276	-1676	-228
-5944	-1316	-280
-6076	-196	-456
-7888	1128	-1456
