AcX,AcY,AcZ
-32768,-17904,22348
-20688,-5680,9716
-9048,-3332,-2940
-15288,-6032,2600
-10720,-7868,-1416
-11644,-21400,-15848
-21216,-7448,-1540
-14452,-15276,-10788
-16756,-5924,-8368
-16556,-1480,-7024
-16172,4372,-4404
-16892,884,-5996
-17036,-3800,-4448
-17416,-5108,-4520
-15828,-3404,-5700
-14824,-1144,-6364
-15188,-528,-5796
-15196,-1436,-5812
-14744,-3004,-6056
-14820,-3584,-5804
-15028,-3592,-6172
-15428,-2436,-7228
-14332,-1936,-8172
-14360,-2528,-7344
-14740,-2088,-6356
-15124,-1676,-5528
-15412,-1580,-5848
-16996,-740,-4412
-15892,-584,-6820
-16208,828,-7368
-17060,1672,-7804
-17880,3492,-8196
-19152,4588,-7348
-21540,3324,-5800
-23816,836,-5188
-24600,1004,-6288
-25476,96,-6608
-26432,424,-7564
-26344,2404,-5876
-29676,5104,-7384
-30052,9088,-9664
-31224,11972,-7936
-29680,2500,-3908
-30228,-4668,-9128
-30064,1504,-22088
-28132,6580,-13648
-27584,8016,-13048
-9496,4184,-4372
-15436,-18460,-2144
-11112,-48,-9460
-8236,6068,-10204
-4616,5784,-5684
-4128,3528,-4896
-4052,-824,-3096
-4052,-1444,-2560
-5512,-340,-2996
-6724,-2164,-2092
-7220,-2368,-4148
-8332,-1524,-4504
-10016,-1472,-4984
-12612,-2388,-5116
-14220,-3572,-4792
-15768,-5424,-4500
-19064,-7264,-3944
-20668,-6860,-3756
-23820,-4800,-4500
-26792,-5936,-5512
-30020,-9896,-6652
-30956,-16832,-5168
-32768,-23516,-2692
-32768,-26708,-4260
-26372,-25844,-9332
-20928,-27068,-9828
-21632,-32032,-3248
-19568,-30280,644
-18588,-28364,-1816
-17548,-28504,-3304
-24804,-9304,-10492
-30280,19476,-2016
-26128,32767,-296
-32768,18088,5556
-30772,-10616,22196
-13352,-8780,-1428
-18332,-2384,-4152
-11360,-1832,-6020
-12868,-6096,-11948
-7556,-22108,-17348
-23188,-7940,-9320
-12264,-10732,-8520
-16996,-1824,-6080
-13884,3876,-4808
-17224,8312,-2988
-16780,2652,-5428
-16860,-4428,-5616
-15556,-7300,-3336
-15784,-6748,-6724
-15368,-5728,-8456
-15452,-648,-5868
-15604,-192,-4352
-15252,-2588,-4616
-15492,-3708,-4744
-15648,-4068,-5468
-15840,-3596,-6036
-15928,-2896,-6592
-15400,-2148,-8148
-16752,-2440,-6784
-16024,-376,-6384
-15300,-864,-6052
-16088,-344,-6196
-16160,236,-6644
-16452,548,-7388
-17500,3880,-9000
-19452,4156,-9404
-21820,1204,-6208
-23948,8,-5424
-23596,372,-7592
-23816,452,-8504
-24892,284,-6996
-27460,3524,-8060
-29620,5504,-8512
-32060,7112,-10004
-31264,7512,-6528
-32768,484,-4140
-29208,-1120,-11024
-28516,2860,-24116
-26332,12976,-21200
-25888,11648,-10528
-2540,-18540,3272
-14100,-15272,1092
-9548,644,-10544
-7508,5748,-10176
-4200,7820,-5388
-3888,6236,-3708
-4144,1168,-1548
-4172,-1164,-1268
-5304,12,-1592
-6728,464,-1576
-6464,376,-2564
-8568,272,-3740
-10568,140,-3740
-12488,-780,-4600
-15024,-3320,-4692
-16844,-5456,-4856
-19668,-5956,-3920
-23376,-5092,-4328
-26728,-5664,-4576
-28940,-9420,-5096
-31912,-13436,-4880
-32768,-17668,-4476
-32768,-22692,-3572
-30612,-22312,-6264
-26772,-24564,-7508
-24640,-32768,-2796
-19088,-32768,372
-16664,-26072,-1376
-17392,-28548,-1740
-19616,-29828,156
-18304,5416,-8292
-21904,32767,-9280
-32768,32408,-14160
-32768,1080,31052
-8356,-11000,3884
-17080,-8260,-4368
-14936,-3584,1424
-11292,-4400,-6672
-17664,-17544,-18824
-19112,-12092,-20424
-13016,-14320,-5196
-18424,-7468,-10372
-14956,64,-6212
-16520,3248,-4136
-16480,5968,-1536
-17136,-792,-5072
-15900,-4104,-3368
-15696,-6256,-5160
-14940,-5812,-6776
-14748,-4068,-7392
-15364,-1268,-5864
-15380,-484,-4132
-15716,-2092,-3940
-15868,-4360,-4060
-16096,-4916,-5172
-15824,-3276,-6700
-14620,-1364,-8736
-15264,-1408,-9340
-16168,-1292,-6336
-15280,-1636,-7032
-16836,-216,-5848
-16888,956,-6416
-17256,3312,-6312
-19072,4988,-8520
-19912,3904,-8120
-22712,864,-5724
-24492,984,-5820
-24408,1264,-7256
-24024,1292,-7368
-25700,1376,-6752
-28328,3320,-8224
-30288,4704,-9840
-31476,7640,-12004
-32768,3396,-6468
-32768,3644,-11424
-24932,-2696,-17520
-29248,3116,-24764
-25228,12680,-15584
-23648,15024,-7208
-20896,-30060,4992
-11340,-10096,-1264
